,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
69879,35595,"William Mead Lindsley ""Billy"" Fiske, III",M,20.0,,,United States-1,USA,1932 Winter,1932,Winter,Lake Placid,Bobsleigh,Bobsleigh Men's Four,Gold
69974,35644,Benita P. Fitzgerald-Brown (-Mosley),F,23.0,178.0,65.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 100 metres Hurdles,Gold
69977,35647,"James Paul ""Jim"" Fitzpatrick",M,27.0,,,United States,USA,1920 Summer,1920,Summer,Antwerpen,Rugby,Rugby Men's Rugby,Gold
69988,35653,Casey J. FitzRandolph,M,27.0,180.0,79.0,United States,USA,2002 Winter,2002,Winter,Salt Lake City,Speed Skating,Speed Skating Men's 500 metres,Gold
70063,35689,"Kenneth Eliot ""Ken"" Flach",M,25.0,185.0,75.0,United States,USA,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Men's Doubles,Gold
70129,35716,Jeanne Ann Flanagan,F,27.0,177.0,81.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Women's Coxed Eights,Gold
70131,35717,John Joseph Flanagan,M,32.0,178.0,95.0,United States,USA,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's Hammer Throw,Gold
70134,35717,John Joseph Flanagan,M,36.0,178.0,95.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's Hammer Throw,Gold
70137,35717,John Joseph Flanagan,M,40.0,178.0,95.0,United States,USA,1908 Summer,1908,Summer,London,Athletics,Athletics Men's Hammer Throw,Gold
70139,35719,"Patrick ""Pat"" Flanagan",M,,,,Milwaukee Athletic Club-1,USA,1904 Summer,1904,Summer,St. Louis,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Gold
70170,35727,"James Showers ""Jim"" Flanigan",M,25.0,,,Vesper Boat Club,USA,1904 Summer,1904,Summer,St. Louis,Rowing,Rowing Men's Coxed Eights,Gold
70289,35785,Peggy Gale Fleming (-Jenkins),F,19.0,163.0,50.0,United States,USA,1968 Winter,1968,Winter,Grenoble,Figure Skating,Figure Skating Women's Singles,Gold
70293,35789,"Vernon ""Vern"" Fleming",M,22.0,195.0,84.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Basketball,Basketball Men's Basketball,Gold
70369,35825,"John ""Jack"" Flett",M,32.0,,,Winnipeg Shamrocks-1,CAN,1904 Summer,1904,Summer,St. Louis,Lacrosse,Lacrosse Men's Lacrosse,Gold
70389,35834,"Theoren Wallace ""Theo"" Fleury",M,33.0,168.0,82.0,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
70433,35856,"Jeffrey James ""Jeff"" Float",M,24.0,190.0,85.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
70613,35957,Tairia Flowers,F,23.0,170.0,73.0,United States,USA,2004 Summer,2004,Summer,Athina,Softball,Softball Women's Softball,Gold
70615,35958,Vonetta Lashaw Flowers (Jeffery-),F,28.0,167.0,70.0,United States-2,USA,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Women's Two,Gold
70652,35977,"Edward Loring ""Eddie"" Flynn",M,22.0,168.0,67.0,United States,USA,1932 Summer,1932,Summer,Los Angeles,Boxing,Boxing Men's Welterweight,Gold
70714,36009,Paul Jeffrey Foerster,M,40.0,172.0,68.0,United States,USA,2004 Summer,2004,Summer,Athina,Sailing,Sailing Men's Two Person Dinghy,Gold
70854,36068,Hugh Miller Foley,M,20.0,191.0,86.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Coxed Eights,Gold
70960,36130,Eric V. Fonoimoana,M,31.0,191.0,93.0,United States-1,USA,2000 Summer,2000,Summer,Sydney,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Gold
71081,36193,Adam David Vernon Foote,M,30.0,188.0,97.0,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
71132,36226,Atina Ford (Johnston-),F,26.0,160.0,68.0,Canada,CAN,1998 Winter,1998,Winter,Nagano,Curling,Curling Women's Curling,Gold
71150,36233,"Gilbert ""Gib"" Ford",M,25.0,193.0,91.0,United States,USA,1956 Summer,1956,Summer,Melbourne,Basketball,Basketball Men's Basketball,Gold
71158,36237,"Philip Jackson ""Phil"" Ford, Jr.",M,20.0,188.0,77.0,United States,USA,1976 Summer,1976,Summer,Montreal,Basketball,Basketball Men's Basketball,Gold
71188,36256,George Edward Foreman,M,19.0,192.0,99.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Heavyweight,Gold
71201,36264,Michael Joseph Forgeron,M,26.0,199.0,98.0,Canada,CAN,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Coxed Eights,Gold
71407,36368,"Joseph Cephis ""Joe"" Fortenberry",M,25.0,203.0,84.0,United States,USA,1936 Summer,1936,Summer,Berlin,Basketball,Basketball Men's Basketball,Gold
71454,36383,Laura Michele Fortino,F,23.0,164.0,62.0,Canada,CAN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
71474,36395,Scott Thomas Fortune,M,22.0,198.0,89.0,United States,USA,1988 Summer,1988,Summer,Seoul,Volleyball,Volleyball Men's Volleyball,Gold
71489,36401,"Richard Douglas ""Dick"" Fosbury",M,21.0,193.0,83.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's High Jump,Gold
71495,36404,Frank Kent Foss,M,24.0,172.0,66.0,United States,USA,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's Pole Vault,Gold
71687,36492,Julie Maurine Foudy,F,25.0,165.0,59.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Football,Football Women's Football,Gold
71689,36492,Julie Maurine Foudy,F,33.0,165.0,59.0,United States,USA,2004 Summer,2004,Summer,Athina,Football,Football Women's Football,Gold
71824,36551,"Calvin Bernard ""Cal"" Fowler",M,28.0,186.0,77.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Basketball,Basketball Men's Basketball,Gold
71834,36558,Sylvia Shaqueria Fowles,F,22.0,198.0,90.0,United States,USA,2008 Summer,2008,Summer,Beijing,Basketball,Basketball Women's Basketball,Gold
71835,36558,Sylvia Shaqueria Fowles,F,26.0,198.0,90.0,United States,USA,2012 Summer,2012,Summer,London,Basketball,Basketball Women's Basketball,Gold
71836,36558,Sylvia Shaqueria Fowles,F,30.0,198.0,90.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Gold
71841,36561,Catherine Mai-Lan Fox,F,18.0,162.0,54.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
71842,36561,Catherine Mai-Lan Fox,F,18.0,162.0,54.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
71848,36564,David Ashley Fox,M,25.0,190.0,77.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
72039,36650,"Zsuzsanna ""Susan"" Francia",F,25.0,188.0,80.0,United States,USA,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Coxed Eights,Gold
72040,36650,"Zsuzsanna ""Susan"" Francia",F,29.0,188.0,80.0,United States,USA,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Coxed Eights,Gold
72084,36677,Phyllis Chanez Francis,F,24.0,180.0,72.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
72310,36785,"Melissa Jeanette ""Missy"" Franklin",F,17.0,188.0,77.0,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
72311,36785,"Melissa Jeanette ""Missy"" Franklin",F,17.0,188.0,77.0,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 100 metres Backstroke,Gold
72312,36785,"Melissa Jeanette ""Missy"" Franklin",F,17.0,188.0,77.0,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 200 metres Backstroke,Gold
72313,36785,"Melissa Jeanette ""Missy"" Franklin",F,17.0,188.0,77.0,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
72315,36785,"Melissa Jeanette ""Missy"" Franklin",F,21.0,188.0,77.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
72317,36786,Ryan Ray Franklin,M,27.0,190.0,75.0,United States,USA,2000 Summer,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,Gold
72433,36846,Gretchen Claudia Fraser (Kunigk-),F,28.0,163.0,53.0,United States,USA,1948 Winter,1948,Winter,Sankt Moritz,Alpine Skiing,Alpine Skiing Women's Slalom,Gold
72446,36852,"John Alexander ""Jack"" Fraser",M,22.0,,,Galt Football Club,CAN,1904 Summer,1904,Summer,St. Louis,Football,Football Men's Football,Gold
72467,36863,"Steven Howard ""Steve"" Fraser",M,26.0,175.0,90.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Gold
72573,36911,Herman Ronald Frazier,M,21.0,184.0,73.0,United States,USA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
72574,36912,"Joseph ""Joe"" Frazier",M,20.0,183.0,89.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Boxing,Boxing Men's Heavyweight,Gold
72585,36918,Sylvie Frchette (-Van Strydonck),F,25.0,177.0,64.0,Canada,CAN,1992 Summer,1992,Summer,Barcelona,Synchronized Swimming,Synchronized Swimming Women's Solo,Gold
72604,36925,"Francis Harland ""Frank"" Frederick",M,21.0,185.0,84.0,United States,USA,1928 Summer,1928,Summer,Amsterdam,Rowing,Rowing Men's Coxed Eights,Gold
72607,36927,Karl Telford Frederick,M,39.0,183.0,,United States,USA,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Military Pistol, Team",Gold
72608,36927,Karl Telford Frederick,M,39.0,183.0,,United States,USA,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Free Pistol, 50 metres",Gold
72609,36927,Karl Telford Frederick,M,39.0,183.0,,United States,USA,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Free Pistol, 50 metres, Team",Gold
72664,36952,"Sigurdur Franklin ""Frank"" Fredrickson",M,24.0,180.0,82.0,Canada,CAN,1920 Summer,1920,Summer,Antwerpen,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
72715,36969,Amanda Louise Freed,F,24.0,172.0,62.0,United States,USA,2004 Summer,2004,Summer,Athina,Softball,Softball Women's Softball,Gold
72782,36996,"Ronald John ""Ron"" Freeman, III",M,21.0,183.0,82.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
72830,37019,"Marcus Ross ""Marc"" Freiberger",M,23.0,211.0,98.0,United States,USA,1952 Summer,1952,Summer,Helsinki,Basketball,Basketball Men's Basketball,Gold
73095,37160,"Kristmundur N. ""Chris"" Fridfinnson",M,21.0,180.0,58.0,Canada,CAN,1920 Summer,1920,Summer,Antwerpen,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
73189,37201,"George Shelby ""Buddy"" Friedrichs, Jr.",M,28.0,188.0,89.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Sailing,Sailing Mixed Three Person Keelboat,Gold
73536,37371,Ryan Fry,M,35.0,175.0,80.0,Canada,CAN,2014 Winter,2014,Winter,Sochi,Curling,Curling Men's Curling,Gold
73551,37380,Wayne Thomas Frye,M,21.0,,,United States,USA,1952 Summer,1952,Summer,Helsinki,Rowing,Rowing Men's Coxed Eights,Gold
74103,37636,Lori Fung (-Methorst),F,21.0,163.0,43.0,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,Gold
74130,37648,Ivan William Fuqua,M,22.0,175.0,64.0,United States,USA,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
74168,37672,Bruce MacFarlane Furniss,M,19.0,183.0,73.0,United States,USA,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 200 metres Freestyle,Gold
74169,37672,Bruce MacFarlane Furniss,M,19.0,183.0,73.0,United States,USA,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
74222,37696,Evelyn Pearl Furtsch (-Ojeda),F,18.0,158.0,43.0,United States,USA,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
74365,37767,Carin Leslie Gabarra (Jennings-),F,31.0,173.0,61.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Football,Football Women's Football,Gold
74391,37779,"Geoffrey Steven ""Geoff"" Gaberino",M,22.0,190.0,81.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
74406,37787,"Danny Mack ""Dan"" Gable",M,23.0,175.0,68.0,United States,USA,1972 Summer,1972,Summer,Munich,Wrestling,"Wrestling Men's Lightweight, Freestyle",Gold
74591,37891,Simon Gagn,M,21.0,183.0,84.0,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
74612,37897,Marc Gagnon,M,22.0,184.0,75.0,Canada,CAN,1998 Winter,1998,Winter,Nagano,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Gold
74613,37897,Marc Gagnon,M,26.0,184.0,75.0,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Short Track Speed Skating,Short Track Speed Skating Men's 500 metres,Gold
74616,37897,Marc Gagnon,M,26.0,184.0,75.0,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Gold
74719,37934,Chryste Dionne Gaines,F,25.0,170.0,57.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
74722,37935,"Ambrose ""Rowdy"" Gaines, IV",M,25.0,185.0,73.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 100 metres Freestyle,Gold
74723,37935,"Ambrose ""Rowdy"" Gaines, IV",M,25.0,185.0,73.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
74724,37935,"Ambrose ""Rowdy"" Gaines, IV",M,25.0,185.0,73.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
74924,38023,Tristan Gale (-Geisler),F,21.0,157.0,52.0,United States,USA,2002 Winter,2002,Winter,Salt Lake City,Skeleton,Skeleton Women's Skeleton,Gold
75036,38078,"Michael Riley ""Mickey"" Galitzen",M,22.0,,,United States,USA,1932 Summer,1932,Summer,Los Angeles,Diving,Diving Men's Springboard,Gold
75102,38106,"Vincent Joseph ""Vince"" Gallagher, Jr.",M,20.0,183.0,77.0,United States,USA,1920 Summer,1920,Summer,Antwerpen,Rowing,Rowing Men's Coxed Eights,Gold
75552,38353,Mark Daniel Gangloff,M,22.0,183.0,84.0,United States,USA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
75554,38353,Mark Daniel Gangloff,M,26.0,183.0,84.0,United States,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
75745,38453,Eleanor Agnes Garatti-Saville,F,18.0,,,United States,USA,1928 Summer,1928,Summer,Amsterdam,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
75747,38453,Eleanor Agnes Garatti-Saville,F,23.0,,,United States,USA,1932 Summer,1932,Summer,Los Angeles,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
75808,38481,George Frederick Garbutt,M,28.0,,,Canada,CAN,1932 Winter,1932,Winter,Lake Placid,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
76390,38761,English Gardner,F,24.0,168.0,55.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
76392,38762,"Gabriel Bryan ""Gabe"" Gardner",M,32.0,209.0,103.0,United States,USA,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Men's Volleyball,Gold
76414,38775,Rulon E. Gardner,M,29.0,187.0,120.0,United States,USA,2000 Summer,2000,Summer,Sydney,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",Gold
76507,38826,Kevin Maurice Garnett,M,24.0,207.0,100.0,United States,USA,2000 Summer,2000,Summer,Sydney,Basketball,Basketball Men's Basketball,Gold
76564,38860,"Robert ""Bob"" Garrett",M,20.0,188.0,81.0,United States,USA,1896 Summer,1896,Summer,Athina,Athletics,Athletics Men's Shot Put,Gold
76565,38860,"Robert ""Bob"" Garrett",M,20.0,188.0,81.0,United States,USA,1896 Summer,1896,Summer,Athina,Athletics,Athletics Men's Discus Throw,Gold
76607,38883,Zina Lynna Garrison (-Jackson),F,24.0,162.0,58.0,United States,USA,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Women's Doubles,Gold
76917,39035,Justin Alexander Gatlin,M,22.0,186.0,80.0,United States,USA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 100 metres,Gold
77024,39084,"Donald Valentine ""Don"" Gauf",M,25.0,,,Canada,CAN,1952 Winter,1952,Winter,Oslo,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
77250,39204,"Thomas Franklin ""Tom"" Gayford",M,39.0,172.0,70.0,Canada,CAN,1968 Summer,1968,Summer,Mexico City,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
77262,39209,"Mitchell Jay ""Mitch"" Gaylord",M,23.0,174.0,68.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Men's Team All-Around,Gold
77559,39362,John Francis Geiger,M,27.0,,83.0,Vesper Boat Club,USA,1900 Summer,1900,Summer,Paris,Rowing,Rowing Men's Coxed Eights,Gold
77722,39447,"Frank ""Frankie"" Genaro (DiGennara-)",M,18.0,156.0,51.0,United States,USA,1920 Summer,1920,Summer,Antwerpen,Boxing,Boxing Men's Flyweight,Gold
77753,39466,George Patrick Genereux,M,17.0,,,Canada,CAN,1952 Summer,1952,Summer,Helsinki,Shooting,Shooting Men's Trap,Gold
77805,39504,"Robert Steven ""Steve"" Genter",M,21.0,196.0,84.0,United States,USA,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
77884,39545,"Christopher Coleman ""Chris"" George",M,20.0,188.0,86.0,United States,USA,2000 Summer,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,Gold
77908,39561,Paul George,M,26.0,206.0,99.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Gold
77910,39562,"Peter T. ""Pete"" George",M,23.0,172.0,74.0,United States,USA,1952 Summer,1952,Summer,Helsinki,Weightlifting,Weightlifting Men's Middleweight,Gold
78544,39866,Marjorie Gestring (-Redlick),F,13.0,,,United States,USA,1936 Summer,1936,Summer,Berlin,Diving,Diving Women's Springboard,Gold
78561,39876,Ryan Getzlaf,M,24.0,193.0,100.0,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
78562,39876,Ryan Getzlaf,M,28.0,193.0,100.0,Canada,CAN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
79052,40143,"John Haskell ""Tex"" Gibbons",M,28.0,185.0,79.0,United States,USA,1936 Summer,1936,Summer,Berlin,Basketball,Basketball Men's Basketball,Gold
79058,40147,"Robert Jerome ""Bob"" Gibe",M,19.0,,,United States,USA,1948 Summer,1948,Summer,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
79083,40160,"William James ""Billy"" Gibson",M,24.0,,,Canada,CAN,1952 Winter,1952,Winter,Oslo,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
79106,40167,Duff Gibson,M,39.0,185.0,100.0,Canada,CAN,2006 Winter,2006,Winter,Torino,Skeleton,Skeleton Men's Skeleton,Gold
79270,40257,"Alfred Carleton ""A. C."" Gilbert",M,24.0,170.0,68.0,United States,USA,1908 Summer,1908,Summer,London,Athletics,Athletics Men's Pole Vault,Gold
79277,40263,Edwin Fisher Eddie Gilbert,M,19.0,,,United States,USA,1948 Summer,1948,Summer,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
79285,40265,Glenroy John Gilbert,M,27.0,183.0,79.0,Canada,CAN,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
79308,40279,Kaleigh Gilchrist,F,24.0,176.0,77.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Gold
79410,40332,"John David ""Dave"" Gillanders",M,21.0,181.0,70.0,United States,USA,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
79504,40379,Jennifer Gillom,F,24.0,190.0,79.0,United States,USA,1988 Summer,1988,Summer,Seoul,Basketball,Basketball Women's Basketball,Gold
79537,40396,William Evans Garrett Gilmore,M,37.0,,,United States,USA,1932 Summer,1932,Summer,Los Angeles,Rowing,Rowing Men's Double Sculls,Gold
79746,40496,"Gordon Stephen ""Gordy"" Giovanelli",M,23.0,,,United States,USA,1948 Summer,1948,Summer,London,Rowing,Rowing Men's Coxed Fours,Gold
79936,40577,Mathieu Giroux,M,24.0,177.0,80.0,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Speed Skating,Speed Skating Men's Team Pursuit (8 laps),Gold
80107,40659,"Douglas Seneca ""Doug"" Gjertsen",M,21.0,195.0,84.0,United States,USA,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
80108,40659,"Douglas Seneca ""Doug"" Gjertsen",M,21.0,195.0,84.0,United States,USA,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
80162,40677,Harvey Edward Glance,M,19.0,173.0,67.0,United States,USA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
80163,40678,"Harrison Smith ""Harry"" Glancy",M,19.0,,,United States,USA,1924 Summer,1924,Summer,Paris,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
80213,40703,Victor Wayne Glasgow,M,26.0,190.0,86.0,United States,USA,1952 Summer,1952,Summer,Helsinki,Basketball,Basketball Men's Basketball,Gold
80223,40711,Herman Theobald Glass,M,23.0,,,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Rings,Gold
80264,40740,Edward Francis Gleason,M,42.0,,,United States,USA,1912 Summer,1912,Summer,Stockholm,Shooting,"Shooting Men's Trap, Team",Gold
80279,40744,"Michael Daniel ""Mike"" Gleason",M,27.0,,,Vesper Boat Club,USA,1904 Summer,1904,Summer,St. Louis,Rowing,Rowing Men's Coxed Eights,Gold
